measurement,partido_id,time,jugador_id,pos_x,pos_y,velocidad_kmh,aceleracion_m_s2,frecuencia_cardiaca_bpm
sensor_fatiga,1,2025-12-27T16:00:00,1,75.4884800263855,40.22641905582195,21.94485874683075,-0.2614091218558663,141
sensor_fatiga,1,2025-12-27T16:00:00,2,36.60201713691803,19.35904870999363,24.37690830329907,-0.7301655458886889,169
sensor_fatiga,1,2025-12-27T16:00:00,3,60.17667038754561,2.341994122996738,27.6509634894699,-0.11978671582451739,161
sensor_fatiga,1,2025-12-27T16:00:00,4,41.83315292916778,57.121316518556945,11.114558540489206,-2.092882236887327,154
sensor_fatiga,1,2025-12-27T16:00:00,5,79.54556233057028,52.56554227378929,27.204659633800144,1.1706113841414414,117
sensor_fatiga,1,2025-12-27T16:00:00,6,75.2714746719255,49.55684307916944,22.156375193790463,-0.6845547108298016,129
sensor_fatiga,1,2025-12-27T16:00:00,7,24.04976526761866,56.0945802466894,14.013214276944325,-1.558572542160744,140
sensor_fatiga,1,2025-12-27T16:00:00,8,2.4201318285243523,58.774568280959286,15.095538750379665,1.7875270139024124,139
sensor_fatiga,1,2025-12-27T16:00:00,9,79.89892495359273,47.583784785594126,22.134721130850707,-0.9238600516688971,102
sensor_fatiga,1,2025-12-27T16:00:00,10,60.25363911907139,9.185598124117663,11.604727987193485,-2.766950094322695,90
sensor_fatiga,1,2025-12-27T16:00:00,11,30.496388376552453,40.49923394168347,10.951969874298577,-0.572550865491062,97
sensor_fatiga,1,2025-12-27T16:00:00,12,76.73294184492482,42.48364350637761,5.381861323288504,-1.7590393780622318,127
sensor_fatiga,1,2025-12-27T16:00:00,13,67.64857526648628,1.1352821558221815,6.422694218636131,1.2818426673078491,94
sensor_fatiga,1,2025-12-27T16:00:00,14,55.79443592928569,41.31005552296225,9.56016831127097,1.6988628877191907,102
sensor_fatiga,1,2025-12-27T16:00:00,15,25.723181809162433,34.45036518308566,14.5377563489839,-0.8782265943543259,153
sensor_fatiga,1,2025-12-27T16:00:05,1,12.028754667555152,36.49428206119636,11.40104357287263,1.7564251015831918,131
sensor_fatiga,1,2025-12-27T16:00:05,2,5.1154976636454075,7.18983418660041,19.93755634397452,1.9917820238225712,162
sensor_fatiga,1,2025-12-27T16:00:05,3,84.24831267801783,13.492537385893005,12.208526798488831,-2.267907872874302,97
sensor_fatiga,1,2025-12-27T16:00:05,4,73.97517574873473,22.333194231437886,21.191719763500288,-2.100753773145468,107
sensor_fatiga,1,2025-12-27T16:00:05,5,94.77484593768031,23.297776720409516,21.221726645570712,-2.343962939692123,172
sensor_fatiga,1,2025-12-27T16:00:05,6,87.80400782858908,5.285819324363845,20.33313712972813,1.6895812510361354,128
sensor_fatiga,1,2025-12-27T16:00:05,7,37.9676640039888,12.962327426855866,20.282963249021904,-0.3446174867550311,115
sensor_fatiga,1,2025-12-27T16:00:05,8,96.47680999085941,46.606467903849556,17.11606602358446,2.4810696376781793,126
sensor_fatiga,1,2025-12-27T16:00:05,9,56.92729551288288,32.718298033981156,28.573796448358912,0.9724338539668973,113
sensor_fatiga,1,2025-12-27T16:00:05,10,59.92302634431261,24.865343990941998,21.767966621931212,2.4988821443259184,112
sensor_fatiga,1,2025-12-27T16:00:05,11,32.90834783246377,31.884875696282926,13.989179201589845,-2.841301871121063,123
sensor_fatiga,1,2025-12-27T16:00:05,12,94.21514052110479,57.11027239014659,26.73008920842605,2.717140185749626,104
sensor_fatiga,1,2025-12-27T16:00:05,13,62.51471703964587,10.916326675558647,6.759304311206525,2.513356175970033,144
sensor_fatiga,1,2025-12-27T16:00:05,14,61.194235170897606,6.847022476829183,20.64397617539614,-0.6452817641987316,165
sensor_fatiga,1,2025-12-27T16:00:05,15,35.96596156497276,17.64513438021607,16.230267684531487,-2.5492487563606505,106
sensor_fatiga,1,2025-12-27T16:00:10,1,84.77121841756188,59.35904407452944,10.327449390501375,-2.8140297157136738,175
sensor_fatiga,1,2025-12-27T16:00:10,2,81.42745296054987,55.58410649664574,24.710223971086496,-0.5352507947783685,174
sensor_fatiga,1,2025-12-27T16:00:10,3,25.184386077458164,37.554075736931324,24.39157789580795,-2.5018801903311054,98
sensor_fatiga,1,2025-12-27T16:00:10,4,47.412368599431765,41.078627619627504,23.91792520445621,2.5711090200706552,188
sensor_fatiga,1,2025-12-27T16:00:10,5,35.724364887648896,37.06958084237822,14.420997805077135,2.190160231994633,145
sensor_fatiga,1,2025-12-27T16:00:10,6,58.893668095182925,11.504136054937455,20.894465036755236,-2.465935986732003,102
sensor_fatiga,1,2025-12-27T16:00:10,7,85.59990585182074,34.59265012883671,26.26116704362732,-1.6397459375253844,100
sensor_fatiga,1,2025-12-27T16:00:10,8,80.09247793129494,23.85173310920622,8.631245969587319,-1.8683474838008434,156
sensor_fatiga,1,2025-12-27T16:00:10,9,62.67327907083907,13.312667883985576,16.619652574936318,-1.4412461925076374,158
sensor_fatiga,1,2025-12-27T16:00:10,10,70.3098993414719,49.06080474718967,17.392374210491354,0.7591893375478023,138
sensor_fatiga,1,2025-12-27T16:00:10,11,93.01132578089513,9.990658747014296,16.639103479879516,1.3478952887480125,107
sensor_fatiga,1,2025-12-27T16:00:10,12,85.68870756766957,52.89048284321813,27.47371362222096,2.8872136114653824,96
sensor_fatiga,1,2025-12-27T16:00:10,13,42.344585541670185,4.0484393705245765,25.29455105733998,1.7324775283694969,155
sensor_fatiga,1,2025-12-27T16:00:10,14,94.56254800923062,39.65350174684103,15.109907753313625,0.1445666998680597,172
sensor_fatiga,1,2025-12-27T16:00:10,15,16.162572933840924,36.98547633931671,11.227910820465477,-1.240607467654201,176
sensor_fatiga,1,2025-12-27T16:00:15,1,37.87818626566647,23.866582758866365,8.472257555978247,1.9832744754752447,165
sensor_fatiga,1,2025-12-27T16:00:15,2,77.81990410675452,43.127535054418885,17.78531396937857,2.7754050720572847,183
sensor_fatiga,1,2025-12-27T16:00:15,3,82.63406040133064,52.212343777740735,25.531297574379888,-2.687789854102355,181
sensor_fatiga,1,2025-12-27T16:00:15,4,47.57948732175408,9.168989614225517,25.779250264804386,-1.6534918105966117,147
sensor_fatiga,1,2025-12-27T16:00:15,5,71.45539179811931,30.98070541969998,9.738482024942307,1.9573414656272732,174
sensor_fatiga,1,2025-12-27T16:00:15,6,67.97900640632056,28.33699357394114,25.994330759953765,-0.38772986837314516,117
sensor_fatiga,1,2025-12-27T16:00:15,7,98.65248396275,26.747585319217208,29.476638949964116,1.5084554648460384,99
sensor_fatiga,1,2025-12-27T16:00:15,8,11.433526035148244,34.440584109916955,25.488515258270144,2.6125926810634175,180
sensor_fatiga,1,2025-12-27T16:00:15,9,56.18428528922102,10.19947424242851,11.782873891581104,0.40052107416194804,138
sensor_fatiga,1,2025-12-27T16:00:15,10,45.1122581735745,56.09829130791059,25.559756503049588,-2.954218483178798,139
sensor_fatiga,1,2025-12-27T16:00:15,11,41.70263615831402,38.100701574348854,17.00319495231181,2.875388892137301,124
sensor_fatiga,1,2025-12-27T16:00:15,12,78.92299522458313,52.01823623190001,19.696486034143543,2.9160617301588188,102
sensor_fatiga,1,2025-12-27T16:00:15,13,39.981990028189884,29.14543491741316,28.091384353607168,-2.589158276226056,158
sensor_fatiga,1,2025-12-27T16:00:15,14,41.04956085542455,7.44352463693353,12.458492848455217,-0.2596577411376577,139
sensor_fatiga,1,2025-12-27T16:00:15,15,70.69874200164357,11.64383402604104,22.934160791588173,-1.8693474521690074,95
sensor_fatiga,1,2025-12-27T16:00:20,1,1.2570560246051299,51.54018202462599,17.32850882280394,-1.389936836774189,164
sensor_fatiga,1,2025-12-27T16:00:20,2,84.9416236757197,33.35571044462229,19.26876164703831,2.773541970794726,101
sensor_fatiga,1,2025-12-27T16:00:20,3,39.12651055221307,26.520517209055427,15.679151527645004,1.9371648997437445,184
sensor_fatiga,1,2025-12-27T16:00:20,4,96.4920515716731,39.4935135530897,22.43223117386216,-0.1734369527315116,131
sensor_fatiga,1,2025-12-27T16:00:20,5,42.468510110784194,36.165145981977815,25.25273604889126,1.1178797031024867,149
sensor_fatiga,1,2025-12-27T16:00:20,6,74.55035386508492,42.67004157180375,28.729606907005703,-0.052927444854836914,182
sensor_fatiga,1,2025-12-27T16:00:20,7,90.5138423061394,12.467348394309134,17.92551339214561,-0.1363387329774543,151
sensor_fatiga,1,2025-12-27T16:00:20,8,41.33348574567324,30.30537849694666,18.0652914125201,0.1303409084193099,161
